vendor_a,item_number_a,description_a,price_a_usd,vendor_b,item_number_b,description_b,price_b_usd,item_match_score,match_method
Workpro,20238,LED Magnifier Bifocal Lens,7.79,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,20238-B,Bin For 20238,3.9,Metabo,630203000,Die for Kn 6875                         ,55.67,57.1,description
Workpro,20243,"50' x 7/32"" Braided Poly Rope",2.24,Metabo,345000160,Nylon rope                              ,0.44,57.1,description
Workpro,20244,150+LM Li-Ion Thin Work Light,7.16,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,20245,28 pc. Bit Set in Mini Case,4.8,Metabo,344453920,Case                                    ,19.96,100.0,description
Workpro,20247,Multi-Purpose Utility Scissors,3.91,Metabo,630328000,Multi-purpose nozzle with 3 inserts     ,24.15,67.7,description
Workpro,20249,"2 pk. 3/8"" Dr. Spark Plug Sockets",2.98,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,20251,"#2 x 4"" Phillips Screwdriver",2.22,Metabo,344199570,Screwdriver                             ,0.77,100.0,description
Workpro,20252,"1/4"" x 4"" Slotted Screwdriver",2.16,Metabo,344199570,Screwdriver                             ,0.77,100.0,description
Workpro,422,100LM LED Collapsible Lantern,8.4,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,431,1000LM Rechargeable Work Light,17.58,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,440,60LM Rechargeable Mosquito Lantern,16.82,Metabo,316096590,Planer table rear cpl.                  ,11.98,57.1,description
Workpro,50-100,2 Ton Cable Power Puller,21.57,Metabo,344112910,Cable                                   ,4.97,100.0,description
Workpro,50-101,4 Ton Cable Power Puller,44.99,Metabo,344112910,Cable                                   ,4.97,100.0,description
Workpro,60101,"1"" Chrome Sleeve Tire Valves .453/.625""",3.49,Metabo,301010550,Sleeve                                  ,6.93,100.0,description
Workpro,60104,"1-1/4"" Rubber Tire Valves .625""",1.18,Metabo,343430090,Rubber cap                              ,0.77,75.0,description
Workpro,60105,"1-1/2"" Rubber Tire Valves .453""",1.24,Metabo,343430090,Rubber cap                              ,0.77,75.0,description
Workpro,60106,"1-1/4"" Plastic Valve Extensions",1.24,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60107,"3/4"" Plastic Valve Extensions",0.7,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60108,"1-1/4"" Chrome Valve Extensions",2.35,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60200,Deluxe Tire Repair Kit,4.04,Metabo,343465780,Cover in the rear                       ,1.98,56.4,description
Workpro,60201,Economy Tire Repair Kit,1.81,Metabo,343465780,Cover in the rear                       ,1.98,60.0,description
Workpro,60203,Tire Repair & Maintenance Kit,21.53,Metabo,316030250,Maintenance kit                         ,42.39,100.0,description
Workpro,60204,35 pc. Tire Hardware Kit,8.95,Metabo,1010012763,HARDWARE BA                             ,34.75,84.2,description
Workpro,60208,30 pk. Tubeless Tire Replacement Plugs,3.2,Metabo,915030696,REPLACEMENT BLAD TH                     ,19.96,73.3,description
Workpro,60209,5 pk. Tubeless Tire Replacement Plugs,1.25,Metabo,915030696,REPLACEMENT BLAD TH                     ,19.96,73.3,description
Workpro,60302,10-50 psi Deluxe Tire Pressure Gauge,1.7,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,60303,20-120 psi High Pressure Tire Gauge,1.7,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,60303-B,Bin For 60303,3.72,Metabo,630203000,Die for Kn 6875                         ,55.67,57.1,description
Workpro,60304,10-120 psi Dual Foot Tire Pressure Gauge,2.94,Metabo,339034890,Foot                                    ,1.5,100.0,description
Workpro,60306,10-150 psi Dual Foot Tire Pressure Gauge,5.99,Metabo,339034890,Foot                                    ,1.5,100.0,description
Workpro,60307,10-150 psi Truck Tire Pressure Gauge,8.21,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,60310,Digital Tread Depth Gauge,8.3,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,60400,Mini Tire Inflator,14.81,Metabo,901026262,"Adaptor, TYRE INFLATOR GAUG FAHRRADVENT ",7.42,61.5,description
Workpro,60402,Tire Inflator w/LED,22.86,Metabo,901026262,"Adaptor, TYRE INFLATOR GAUG FAHRRADVENT ",7.42,59.3,description
Workpro,60404,12V Heavy Duty Tire Inflator,42.92,Metabo,901026262,"Adaptor, TYRE INFLATOR GAUG FAHRRADVENT ",7.42,56.7,description
Workpro,60500,Valve Core Remover,1.32,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60501,Valve Fishing Tool,2.07,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60503,4-Way Valve Tool,0.93,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60504,Tread Depth Gauge,1.67,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,60505,"1/8"" NPT Tank Valve",1.14,Metabo,341165320,Tank                                    ,84.76,100.0,description
Workpro,60507,White Paint Stick,0.85,Metabo,315421640,Push stick                              ,6.93,66.7,description
Workpro,60508,Valve Core Torque Tool,3.58,Metabo,344113950,Valve                                   ,2.51,100.0,description
Workpro,60605,Dual Head Tire Chuck,3.46,Metabo,301100190,Chuck key                               ,1.75,71.4,description
Workpro,625,40LM Profocus LED Keychain,3.78,Metabo,343083660,LED                                     ,11.98,100.0,description
Workpro,701,460LM Solar Motion Sense Light,18.15,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,702,900LM Solar Motion Sense Light,27.14,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,BC-14,"14"" Bolt Cutter",10.22,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-18,"18"" Bolt Cutter",10.52,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-18-1,"18"" Bolt Cutter Replacement Jaw",8.61,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-24,"24"" Bolt Cutter",14.9,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-24-1,"24"" Bolt Cutter Replacement Jaw",11.93,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-30,"30"" Bolt Cutter",20.26,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-30-1,"30"" Bolt Cutter Replacement Jaw",17.05,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-36,"36"" Bolt Cutter",22.96,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-36-1,"36"" Bolt Cutter Replacement Jaw",19.71,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,BC-8,"8"" Bolt Cutter",3.71,Metabo,141163190,Bolt                                    ,0.44,100.0,description
Workpro,C28006,11 pc. Master Lug Nut Socket Set,38.39,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,C28117,12V Battery Analyzer,24.78,Metabo,144231940,packaging battery pack 12V LIPower      ,1.26,71.0,description
Workpro,C28127,"Adjustable Filter Wrench 2-1/2 to 3-1/8""",7.46,Metabo,343398890,Filter                                  ,1.98,100.0,description
Workpro,C28128,Filter Cap Wrench 64mm,7.46,Metabo,341211660,Cap                                     ,22.46,100.0,description
Workpro,C28140,Torque Multiplier Lug Nut Tool,79.09,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,C28170,Brake Spring Washer Tool,3.72,Metabo,141123870,Washer                                  ,0.44,100.0,description
Workpro,C28182,Steering Wheel Lock Plate Tool,10.97,Metabo,315417700,Lock Plate                              ,1.75,100.0,description
Workpro,C28184,Steering Wheel Plate Puller,8.85,Metabo,339004950,Plate                                   ,0.48,100.0,description
Workpro,C28189,Emergency Lug Nut Removal Set,8.66,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,C28190,"4 Slot 4WD Lock Nut Skt 2-1/4""",10.64,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,C28192,4 Lug 1/2 Ton 4WD Lock Nut Skt,9.05,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,C28195,4WD Spindle Nut Wrench,11.72,Metabo,316010020,Spindle                                 ,32.33,100.0,description
Workpro,C28204,1000LM Rechargeable Work Light,17.58,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,C28230,Brake Thickness Gauge,5.07,Metabo,339148880,GAUGE                                   ,1.98,100.0,description
Workpro,C28231,"3/8"" Dr. 14mm 12pt Mag Spark Plug Socket",3.35,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,C28232,"3/8"" Dr. 16mm 12pt Mag Spark Plug Socket",4.47,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,C28233,"3 pc. 3/8"" Dr. Spark Plug Socket Set",4.69,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,C28234,Spark Plug Boot Puller,5.28,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,C28250,"Oil Pressure Switch Socket 1"" & 1-1/16""",5.62,Metabo,343391620,switch                                  ,0.44,100.0,description
Workpro,C28257,2 pc. Small Diameter Hose Pincher Set,6.41,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,C28265,Car Door Lockout Tool,4.28,Metabo,316059760,Tool set                                ,3.47,66.7,description
Workpro,C28305,1000LM Li-Ion Utility Work Light,12.46,Metabo,626982000,LED light                               ,11.74,71.4,description
Workpro,C28500,Paintless Dent Repair Kit,63.64,Metabo,316073560,"Guide rail front, rear                  ",110.19,55.3,description
Workpro,M1263,"3/4"" Dr. 1-7/8"" 6pt Deep Impact Socket",30.0,Metabo,344490390,SOCKET                                  ,24.97,100.0,description
Workpro,M194,Micro Torque Screwdriver,64.16,Metabo,344199570,Screwdriver                             ,0.77,100.0,description
Workpro,M195,"1/4"" Dr. Beam Torque Wrench 80 in/lb.",23.78,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M196,1/4'' Dr. Torque Wrench 250 in/lb.,46.87,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M197,"3/8"" Dr. Torque Wrench 250 in/lb.",49.28,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M198,"3/8"" Dr. Torque Wrench 100 ft/lb.",49.42,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M199,"1/2"" Dr. Torque Wrench 250 ft/lb.",67.57,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M200DB,"1/2"" Dr. Click Torque Wrench 150 ft/lb.",21.72,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M201,"1/4"" Dr. Click Torque Wrench 200 in/lb.",20.64,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M202-P,"3/8"" Dr. Click Torque Wrench 960 in/lb.",18.82,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M203,3/4 Dr. Torque Wrench 50-300 ft/lb.,89.83,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M204,3/4 Dr. Torque Wrench 100-600 ft/lb.,228.12,Metabo,301100990,hook wrench                             ,5.97,70.6,description
Workpro,M205,Torque Angle Gauge,9.51,Metabo,315410320,Angle                                   ,4.46,100.0,description
Workpro,M206,Digital Torque Adapter,56.86,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,M208,Torque Multiplier Lug Nut Tool,82.66,Metabo,341102110,Nut                                     ,0.77,100.0,description
Workpro,M210,Torque Angle Gauge w/Flexible Clip Arm,12.46,Metabo,315410320,Angle                                   ,4.46,100.0,description
Workpro,M461,"1/4"" NPT (F) Universal Coupler",5.84,Metabo,630244000,Universal brush                         ,9.28,75.0,description
Workpro,M464,"1/4"" ID Universal Hose Coupler",5.36,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,M4710,HVLP Spray Gun,34.33,Metabo,601570000,SPP 1000 Air spray gun,25.0,78.3,description
Workpro,M477,"2 pk. Hose Mender 3/8"" ID",2.7,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,M478,"7 pc. 1/4"" Hose Repair Kit",3.09,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,M479,"7 pc. 3/8"" Hose Repair Kit",3.63,Metabo,135190580,Hose                                    ,1.75,100.0,description
Workpro,M481,"1/4"" x 1/4"" NPT (F) Connector",1.85,Metabo,630898000,Connector                               ,6.19,100.0,description
Workpro,M482,"3/8"" F x 1/4"" NPT (M) Adapter",1.95,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,M483,"3/8"" M x 1/4"" NPT (F) Adapter",1.65,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,M484,"1/4"" NPT T-Type FMF Connector",2.78,Metabo,630898000,Connector                               ,6.19,100.0,description
Workpro,M486,"1/4"" NPT (F) x (M) Ball Valve",2.52,Metabo,143115330,Ball                                    ,0.44,100.0,description
Workpro,M487,"1/2"" M x 3/8"" NPT (F) Adapter",1.94,Metabo,630317000,Adapter                                 ,8.03,100.0,description
Workpro,M503,2 pc. HVLP Spray Gun Kit,54.88,Metabo,601577000,FSP 600 HVLP Air paint gun,145.0,64.0,description
Workpro,M504C,"1/4"" Male NPT Brass Coupler",4.21,Metabo,141164170,quick coupler                           ,1.98,70.0,description
Workpro,M505C,"1/4"" NPT Brass Plug (M) M-Type",2.0,Metabo,143190830,Plug                                    ,6.93,100.0,description
Workpro,M516C,"Brass Tire Chuck 1/4"" Female",1.96,Metabo,301003750,"Chuck cpl. 1/4""                         ",8.97,80.0,description
Workpro,M517,Dual Head Tire Chuck,3.23,Metabo,301100190,Chuck key                               ,1.75,71.4,description
Workpro,M518,"24"" Telescoping Air Blow Gun",7.61,Metabo,601579000,BP 10 Air blow gun,15.0,80.0,description
