sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
M963,"ADAPTER IMPACT 1/2"" F X 3/8"" M                              ",1.86,Workpro,M963,"1/2"" F x 3/8"" M Impact Adapter",1.9,100.0,step1_itemno
M964,"ADAPTER IMPACT 1/2"" - 3/4""                                  ",3.812,Workpro,M964,"1/2"" F x 3/4"" M Impact Adapter",4.04,100.0,step1_itemno
M967,"JOINT UNIVERSAL IMPACT 3/8"" DR                              ",5.34,Workpro,M967,"3/8"" Dr. Impact Universal Joint",6.12,100.0,step1_itemno
M969,"EXTENSION IMPACT 1/2"" DR 3""                                 ",2.74,Workpro,M969,"1/2"" Dr. x 3"" Impact Extension",3.05,100.0,step1_itemno
M970,"ADAPTER IMPACT 1/2"" DR X 5""                                 ",3.38,Workpro,M970,"1/2"" Dr. x 5"" Impact Extension",3.59,100.0,step1_itemno
M971,"EXTENSION IMPACT 1/2"" DR 10""                                ",5.08,Workpro,M971,"1/2"" Dr. x 10"" Impact Extension",5.8,100.0,step1_itemno
M972,"EXTENSION IMPACT 3/8"" DR X 3""                               ",2.08,Workpro,M972,"3/8"" Dr. x 3"" Impact Extension",2.21,100.0,step1_itemno
M973,"EXTENSION IMPACT 3/8"" DR X 6""                               ",2.56,Workpro,M973,"3/8"" Dr. x 6"" Impact Extension",2.83,100.0,step1_itemno
M981,"SOCKET LUG NUT REMOVER 3/4""                                 ",3.57,Workpro,M981,"3/4"" Lug Nut Remover Socket",3.98,100.0,step1_itemno
M982,"SOCKET LUG NUT REMOVER 13/16""                               ",3.74,Workpro,M982,"13/16"" Lug Nut Remover Socket",4.19,100.0,step1_itemno
MV1,JAWS VISE GRIP SOFT                                         ,9.27,Workpro,MV1,Polyurethane Soft Grip Vise,10.67,100.0,step1_itemno
MV8,"VISE MACHINIST 8""                                           ",106.55,Workpro,MV8,"8"" Machinist Vise",132.79,100.0,step1_itemno
OK312,KIT RING O' METRIC SIZES (W5203)                            ,9.712,Workpro,W5203,419 pc. Metric O-Ring Assortment,9.9,100.0,step2_vendor_itemno
PT1116,BRUSH CLEANING PARTS (1116)                                 ,1.63,Workpro,1116,Parts Cleaning Brush,2.1,80.0,step1_itemno
PT1117,BRUSHES ACID 12PC (1117)                                    ,1.63,Workpro,1117,12 pc. Acid Brush Set,1.87,80.0,step1_itemno
PT1120,BRUSHES ARTIST SET 10PC (1120)                              ,1.63,Workpro,1120,10 pc. Artist Brush Set,1.87,80.0,step1_itemno
PT1121,BRUSH WIRE SET (3PC) (1121)                                 ,1.63,Workpro,1121,3 pc. Wire Brush Set,2.1,80.0,step1_itemno
PT1145,TIRE PRESSURE GAUGE DIAL TYPE (1145)                        ,1.63,Workpro,W9105,Mini Dial Tire Pressure Gauge,3.17,90.6,step3_description
PT1167,WALLET ALUMINUM RESISTANT RFID (1167)                       ,1.57,Workpro,M731,Aluminum Paint Cup,8.05,61.5,step3_description
PT1405,WRENCH SET COMBO SAE  5 PC                                  ,3.45,Workpro,1405,5 pc. Combination Wrench Set,3.97,80.0,step1_itemno
PT1406,WRENCH SET COMBO MM  5 PC                                   ,3.45,Workpro,1406,5 pc. Combination Wrench Set,3.97,80.0,step1_itemno
PT1408,"EXTENSION SET 3/8"" DR (3PC) (1408)                          ",3.45,Workpro,1408,"3 pc. 3/8"" Dr. Extension Set",3.97,80.0,step1_itemno
PT1419,SET SCREWDRIVER 6PC                                         ,3.45,Workpro,1419,6 pc. Screwdriver Set w/Rack,3.97,80.0,step1_itemno
PT1421,SET SCREWDRIVER ELC PRECISION 6-PC                          ,3.45,Workpro,W9147,9 pc. Precision Screwdriver Set,3.56,89.3,step3_description
PT1422,SET SCREWDRIVER PRECISION  16-PC                            ,3.45,Workpro,1422,16 pc. Precision Screwdriver Set,3.97,80.0,step1_itemno
PT1435,SET PLIERS SNAP RING 5 PC.                                  ,3.45,Workpro,1435,5 pc. Snap Ring Plier Set,3.97,80.0,step1_itemno
PT1446,"SET FILE 6PC 6 ""                                            ",3.45,Workpro,1446,"6 pc. 6"" File Set",3.97,80.0,step1_itemno
PT1449,"BRUSH SET 9"" PLASTIC (3PC) (1449)                           ",3.45,Workpro,1449,"3 pc. 9"" Plastic Brush Set",4.47,80.0,step1_itemno
PT1450,BRUSH WIRE WOOD HANDLE 2 PC                                 ,3.45,Workpro,1450,2 pc. Wood Handle Wire Brush,4.47,80.0,step1_itemno
PT1462,SET ROTARY WIRE  BRUSH  3 PC                                ,3.45,Workpro,1462,3 pc. Rotary Wire Brush Set,4.47,80.0,step1_itemno
PT1463,SET WHEEL WIRE                                              ,3.45,Workpro,1463,Wire Wheel Brush Set,4.47,80.0,step1_itemno
PT1473,GLOVES LATEX COATED                                         ,3.38,Workpro,W89025,Latex Coated Utility Gloves,1.25,100.0,step3_description
PT1475,TAPE CAUTION 300 FT.                                        ,3.89,Workpro,1475,"Caution Tape 3"" x 300' Roll",3.97,80.0,step1_itemno
PT1480,KIT REPAIR TIRE                                             ,3.45,Workpro,1480,Tire Repair Kit,3.97,80.0,step1_itemno
PT1483,SET  ELECTRICAL CRIMPER  60-PC                              ,3.45,Workpro,W30897,7 pc. Electrical Screwdriver Set,10.15,76.7,step3_description
PT1485,IRON SOLDERING                                              ,3.38,Workpro,1485,Soldering Iron,3.97,80.0,step1_itemno
PT1498,KNIFE UTILITY SET (12PC) (1498)                             ,3.45,Workpro,W745C,Utility Knife,2.05,100.0,step3_description
PT1502,SET BRUSH  5 PC                                             ,3.45,Workpro,1502,5 pc. Brush Set,3.97,80.0,step1_itemno
PT1515,TRUNK ORGANIZER 2-IN-1                                      ,3.11,Workpro,M598DB,3-in-1 Air Control Unit,36.76,62.2,step3_description
PT1518,GUN TAPE  WITH PACKING TAPE                                 ,3.45,Workpro,1518,Tape Gun w/Packing Tape,3.97,80.0,step1_itemno
PT1523,DRILL ADAPTER & BIT SET (16pc)                              ,3.45,Workpro,1523,16 pc. Drill Adapter and Bit Set,3.97,80.0,step1_itemno
PT1965,SET BRUSH DETAILED 3PC                                      ,4.71,Workpro,1121,3 pc. Wire Brush Set,2.1,76.2,step3_description
PT1979,"RUBBER STRAPS 15"" & 31"" (6PK)                               ",6.18,Workpro,W1811,"15"" EPDM Rubber Tarp Strap",1.25,65.5,step3_description
PT1980,SET HOOK & PICK (8PC)                                       ,6.24,Workpro,1980,8 pc. Hook & Pick Set,7.17,80.0,step1_itemno
PT1985,SAFETY VEST HIGH VISIBILITY (XL) (1985)                     ,6.24,Workpro,1985,Class-2 High Visibility Safety Vest XL,7.17,80.0,step1_itemno
PT20129,MAGNETIC PICK-UP TOOL (8 LB) (pk12)                         ,2.02,Workpro,20129,Telescoping Magnetic Pickup Tool 8 lb.,2.32,83.3,step1_itemno
PT20169,MAGNIFYING GLASS 4X (20169)                                 ,3.8,Workpro,20169,4X Magnifying Glass,4.37,83.3,step1_itemno
PT60106,VALVE EXTENSION (1-1/4)                                     ,1.07,Workpro,60106,"1-1/4"" Plastic Valve Extensions",1.24,83.3,step1_itemno
PT60202,KIT TIRE REPAIR TUBELESS (60202)                            ,2.18,Workpro,60202,Tubeless Tire Repair Kit,2.52,83.3,step1_itemno
PT60204,KIT TIRE REPAIR 35-PC (60204)                               ,7.78,Workpro,60204,35 pc. Tire Hardware Kit,8.95,83.3,step1_itemno
PT60404,TIRE INFLATOR HD 12V (60404)                                ,37.32,Workpro,60404,12V Heavy Duty Tire Inflator,42.92,83.3,step1_itemno
PT60505,"VALVE TANK 1/8"" NPT                                         ",0.99,Workpro,60505,"1/8"" NPT Tank Valve",1.14,83.3,step1_itemno
PT60507,STICK PAINT WHITE (MARKER)                                  ,0.74,Workpro,60507,White Paint Stick,0.85,83.3,step1_itemno
PT60612,NIPPLES BRASS FEMALE (2pc)                                  ,2.01,Workpro,W3227,"1/4"" x 1/4"" NPT Female Brass Plug",0.96,66.7,step3_description
PT720,LIGHT MOTION CABINET 7'                                     ,4.97,Workpro,701,460LM Solar Motion Sense Light,18.15,68.6,step3_description
PTT0001,DRILL DRIVER 2-IN-1 12V                                     ,36.83,Workpro,W2962,3 pc. 2-in-1 Socket Adapter/ Nut Driver,4.86,72.2,step3_description
PTT0002,"WRENCH RATCHET 12V 3/8""                                     ",43.82,Workpro,1407,"3/8"" Dr. Ratchet",3.97,85.7,step3_description
PTT0004,"WRENCH IMPACT BRUSHLESS 20V 1/2""                            ",94.68,Workpro,W7720,"20V Li-Ion 1/2"" Brushless Impact Wrench",75.01,100.0,step3_description
S-18223,REFLECTOR WARNING TRIANGLE KIT W1498 (562.73071141) 562.9000,15.72,Workpro,W1499,Emergency DOT Warning Triangle,7.04,69.6,step3_description
W10005,TANK AIR PORTABLE -5 GALLON                                 ,37.38,Workpro,W10005,5 gal. Air Tank,48.36,100.0,step1_itemno
W10011,TANK AIR PORTABLE -11 GALLONS                               ,58.45,Workpro,W10011,11 gal. Air Tank,75.61,100.0,step1_itemno
W10012,SEATER TIRE BEAD 5 GALLON                                   ,108.45,Workpro,W10012,5 gal. Tire Bead Seater,110.65,100.0,step1_itemno
W10012-1,VALVE PRESSURE RELIEF                                       ,3.82,Workpro,W10011,11 gal. Air Tank,75.61,85.7,step1_itemno
W10030,SHIELD FACE WRAP AROUND                                     ,5.62,Workpro,W10030,Wrap Around Face Shield,6.47,100.0,step1_itemno
W10055,GAUGE AIR TANK 1/8 NPT                                      ,3.51,Workpro,W10055,Air Tank Gauge 1/8 NPT,3.58,100.0,step1_itemno
W10056,MANIFOLD AIR TANK                                           ,6.62,Workpro,W10056,Air Tank Manifold,7.62,100.0,step1_itemno
W10058,KIT REPAIR AIR TANK                                         ,13.16,Workpro,W10058,Air Tank Repair Kit,15.13,100.0,step1_itemno
W1024,GOGGLES SAFETY                                              ,2.5,Workpro,W1024,Safety Goggles,2.88,100.0,step1_itemno
W1028,PULLER DENT SUCTION CUP                                     ,1.95,Workpro,W15028,LED 4X Magnifying Glass,5.18,90.9,step1_itemno
W1029,"SUCTION CUP/DENT PULLER 4.5""                                ",3.94,Workpro,W1029,"4-1/2"" Suction Cup/Dent Puller",4.02,100.0,step1_itemno
W1031,GLASSES SAFETY ADJUSTABLE                                   ,1.65,Workpro,W1031,Adjustable Safety Glasses,1.93,100.0,step1_itemno
W1035,GOGGLES SAFETY ADJUSTABLE VENTED                            ,1.06,Workpro,W41035,"1,500 lb. Multi-Purpose Lift Jack",217.5,90.9,step1_itemno
W1037,GLASSES SAFETY TINTED                                       ,2.22,Workpro,W41037,750 lb. Rolling Engine Stand,94.59,90.9,step1_itemno
W1076,HAMMER CLAW WITH WOOD HANDLE (16oz)                         ,4.52,Workpro,W1076,16 oz. Claw Hammer w/Wood Handle,5.21,100.0,step1_itemno
W1093,SET WRENCH 28PC  SAE & MET                                  ,21.77,Workpro,W1009,5-in-1 Hammer Multi-Tool,4.73,80.0,step1_itemno
W1101,"PLIERS GROOVE JOINT 12""                                     ",7.53,Workpro,W1101,"12"" Groove Joint Pliers",7.68,100.0,step1_itemno
W1102,"PLIERS LONG NOSE  8""                                        ",3.9,Workpro,W1102,"8"" Long Nose Pliers",3.98,100.0,step1_itemno
W1103,"PLIERS DIAGONAL 7""                                          ",3.76,Workpro,W1103,"7"" Diagonal Pliers",3.84,100.0,step1_itemno
W1107DB,SET PLIERS LOCKING 3PC                                      ,11.6,Workpro,W1107DB,3 pc. Locking Plier Set,13.62,100.0,step1_itemno
W11090,NOZZLE HOSE 40FT                                            ,6.42,Workpro,W11090,Fire Hose Nozzle,7.39,100.0,step1_itemno
W11091,NOZZLE HOSE HIGH FLOW 50FT                                  ,6.71,Workpro,W1091,7 pc. SAE Ratcheting Wrench Set,39.22,90.9,step1_itemno
W11092,NOZZLE HOSE PISTOL GRIP 30FT                                ,5.17,Workpro,W1092,7 pc. Metric Ratcheting Wrench Set,39.22,90.9,step1_itemno
W1110C,SET WRENCH HEX KEY SAE (8PC)                                ,3.26,Workpro,W1108C,8 pc. Metric Hex Key Wrench Set,1.83,83.3,step1_itemno
W1113C,SET WRENCH HEX KEY METRIC (8PC)                             ,3.26,Workpro,W1113C,8 pc. Metric Hex Key Wrench Set,3.71,100.0,step1_itemno
W1114,WRENCH COMBO SET SAE (14PC)                                 ,27.63,Workpro,W1114,14 pc. SAE Combination Wrench,34.55,100.0,step1_itemno
W1114M,WRENCH COMBO SET MET (14PC)                                 ,15.7,Workpro,W1114M,14 pc. Metric Combination Wrench Set,18.24,100.0,step1_itemno
W1116C,"PLIERS LOCK GRIP 10""                                        ",4.55,Workpro,W1116C,"10"" Curved Jaw Locking Pliers",5.33,100.0,step1_itemno
W1118,"PLIERS LINESMAN 7""                                          ",4.05,Workpro,W1118,"7"" Linesman Pliers",4.14,100.0,step1_itemno
W1119C,"PLIERS GROOVE JOINT 9-1/2""                                  ",5.02,Workpro,W1119C,"9-1/2"" Groove Joint Pliers",5.77,100.0,step1_itemno
W1121PC,"PLIERS SLIP JOINT 8""                                        ",3.38,Workpro,W1121PC,"8"" Slip Joint Pliers",3.98,100.0,step1_itemno
W1133-10B,"WRENCH PIPE 10"" HEAVY DUTY                                  ",5.47,Workpro,W1133-10B,"10"" Pipe Wrench",5.58,100.0,step1_itemno
W1133-12B,"WRENCH PIPE 12"" HEAVY DUTY                                  ",6.83,Workpro,W1133-12B,"12"" Pipe Wrench",6.97,100.0,step1_itemno
W1133-14B,"WRENCH PIPE 14"" HEAVY DUTY                                  ",8.18,Workpro,W1133-14B,"14"" Pipe Wrench",8.35,100.0,step1_itemno
W1133-18B,"WRENCH PIPE 18"" HEAVY DUTY                                  ",11.01,Workpro,W1133-18B,"18"" Pipe Wrench",11.23,100.0,step1_itemno
W1133-24B,"WRENCH PIPE 24"" HEAVY DUTY                                  ",16.65,Workpro,W1133-24B,"24"" Pipe Wrench",16.98,100.0,step1_itemno
W1133-36B,"WRENCH PIPE 36"" HEAVY DUTY                                  ",31.3,Workpro,W1133-36B,"36"" Pipe Wrench",31.93,100.0,step1_itemno
W1133-8B,"WRENCH PIPE 8"" HEAVY DUTY                                   ",3.62,Workpro,W1133-8B,"8"" Pipe Wrench",4.46,100.0,step1_itemno
W1136,SET WRENCH PIPE HEAVY DUTY 4PCs                             ,30.46,Workpro,W1136,4 pc. Pipe Wrench Set,35.74,100.0,step1_itemno
W1136C,"ADAPTER REDUCER (1/2"" - 3/8"")                               ",1.35,Workpro,W1136C,"1/2"" to 3/8"" Reducer Adapter",1.55,100.0,step1_itemno
W1137,HAMMER SOLID BRASS 16oz                                     ,16.42,Workpro,W1137,16 oz. Solid Brass Hammer,18.9,100.0,step1_itemno
W1139,PUMP FLUID  QUART / GALLON                                  ,4.03,Workpro,W1139,Quart/Gallon Fluid Pump,4.73,100.0,step1_itemno
W1141,PUMP FLUID TRANSFER                                         ,4.45,Workpro,W1141,Fluid Transfer Pump,4.54,100.0,step1_itemno
W1142,PUMP SIPHON                                                 ,1.5,Workpro,W1142,Siphon Pump,1.72,100.0,step1_itemno
W1143,PUMP DRILL                                                  ,4.83,Workpro,W1143,Drill Pump,4.93,100.0,step1_itemno
W1144,SIPHON HOSE RUBBER  DELUXE                                  ,3.09,Workpro,W1144,Deluxe Rubber Siphon Hose,3.15,100.0,step1_itemno
W1145,PUMP TRANSFER MULTI-USE                                     ,6.9,Workpro,W1145,Multi-Use Transfer Pump,7.04,100.0,step1_itemno
W1146,HAMMER RUBBER MALLET WOODEN HANDLE 32oz                     ,3.87,Workpro,W1146,32 oz. Rubber Mallet Wood Handle,4.47,100.0,step1_itemno
W1148,SET BRUSH MINIATURE 3 PCS                                   ,1.61,Workpro,W1148,3 pc. Miniature Brush Set,2.08,100.0,step1_itemno
W1149,SET BRUSH WIRE 3 PC                                         ,3.79,Workpro,W1149,3 pc. Wire Brush Set,4.89,100.0,step1_itemno
W1150,BRUSH WIRE PLASTIC HANDLE BULK                              ,1.67,Workpro,W1150,Plastic Handle Wire Brush,1.7,100.0,step1_itemno
W1150S,SET PLIERS SNAP RING 2 PC.                                  ,7.19,Workpro,W1150S,Snap Ring Plier Set,7.33,100.0,step1_itemno
W1151,SET PLIERS SNAP RING  Int/Ext                               ,7.7525,Workpro,W1151,Internal/External Snap Ring Pliers,7.91,100.0,step1_itemno
W1152,BRUSH WIRE UTILITY                                          ,1.75,Workpro,W1152,Utility Wire Brush,1.79,100.0,step1_itemno
W1156,PUMP TRANSFER MULTI-USE (GRIP CLIP)                         ,6.99,Workpro,W1156,Grip Clip Transfer Pump,8.04,100.0,step1_itemno
W1158P,CLUTCH ALIGNMENT TOOL (METRIC)                              ,17.0,Workpro,W1158P,"Clutch Alignment Tool, Metric",19.79,100.0,step1_itemno
W1159,SET PLIERS SNAP RING  5 PC. TOOLS                           ,4.557,Workpro,W1159,5 pc. Combo Snap Ring Plier Set,4.65,100.0,step1_itemno
W116,WIRE MECHANICS SPOOL (2LBS)                                 ,3.91,Workpro,W116,2 lb. Spool Mechanics Wire,5.06,100.0,step1_itemno
W1172,"SET SOCKET 1/4"" 3/8"" & 1/2"" DR 52-PC                        ",14.41,Workpro,W1172,"52 pc. 1/4"" 3/8"" 1/2"" Socket Set",16.58,100.0,step1_itemno
W1173,"SET SOCKET 1/4"" & 3/8"" DR 40-PC                             ",8.07,Workpro,W1173,"40 pc. 1/4"" & 3/8"" Dr. Socket Set",9.28,100.0,step1_itemno
W1180,"SET SOCKET 3/4"" DR SAE (21PC)                               ",99.92,Workpro,W1180,"21 pc. SAE 3/4"" Dr. Socket Set",114.91,100.0,step1_itemno
W1182C,"RETRIEVER MAGNETIC FLEXIBLE 24""                             ",1.69,Workpro,W1182C,"24"" Flexible Magnetic Retriever",1.72,100.0,step1_itemno
W1183,SET SOCKET 85 PC METRIC & SAE                               ,18.09,Workpro,W1183,85 pc. Socket Set,20.8,100.0,step1_itemno
W1184C,"RETRIEVER CLAW FLEXIBLE 24""                                 ",1.86,Workpro,W1184C,"24"" Retriever Claw",1.9,100.0,step1_itemno
W1197,KIT TOOL AUTO COMPACT (38PC)                                ,15.49,Workpro,W1197,38 pc. Compact Auto Tool Kit,18.18,100.0,step1_itemno
W1204P,TOOL TIE ROD                                                ,6.15,Workpro,W1204P,Tie Rod Tool,7.09,100.0,step1_itemno
W1208C,"BRUSH WIRE CUP 2"" -COARSE                                   ",2.24,Workpro,W1208C,"2"" Cup Wire Brush - Coarse",2.88,100.0,step1_itemno
W1209,"WHEEL WIRE  3"" -COARSE                                      ",2.24,Workpro,W1209,"3"" Wire Wheel - Coarse",2.91,100.0,step1_itemno
W1211,"BRUSH WIRE CUP 1-1/2 "" -FINE                                ",2.24,Workpro,W1211,"1-1/2"" Cup Wire Brush - Fine",2.88,100.0,step1_itemno
W1212,"BRUSH WIRE CUP 2"" -FINE                                     ",2.24,Workpro,W1212,"2"" Cup Wire Brush - Fine",2.88,100.0,step1_itemno
W1213,"BRUSH WIRE CUP 3"" -FINE                                     ",2.5,Workpro,W1213,"3"" Cup Wire Brush - Fine",3.22,100.0,step1_itemno
W1214C,"BRUSH WIRE CUP 3"" -COARSE                                   ",2.45,Workpro,W1214C,"3"" Cup Wire Brush - Coarse",3.22,100.0,step1_itemno
W1215,"WHEEL WIRE  4"" -COARSE                                      ",2.5,Workpro,W1215,"4"" Wire Wheel - Coarse",3.3,100.0,step1_itemno
W1218,BEARING PACKER                                              ,3.74,Workpro,W1218,Bearing Packer,4.3,100.0,step1_itemno
W1219,PULLER SEAL                                                 ,4.13,Workpro,W1219,Seal Puller,4.86,100.0,step1_itemno
W1222,"WHEEL WIRE  2"" -FINE                                        ",2.2,Workpro,W1222,"2"" Wire Wheel - Fine",2.88,100.0,step1_itemno
W1223,"WHEEL WIRE  3"" -FINE                                        ",2.24,Workpro,W1223,"3"" Wire Wheel - Fine",2.88,100.0,step1_itemno
W1224,"WHEEL WIRE  4"" -FINE                                        ",2.5,Workpro,W1224,"4"" Wire Wheel - Fine",3.3,100.0,step1_itemno
W1231,KIT BRUSH ENGINE  20PC                                      ,10.56,Workpro,W1231,20 pc. Engine Brush Kit,13.94,100.0,step1_itemno
W12503,MAGNETS CERAMIC BLOCKS (10 PC)                              ,1.22,Workpro,W12503,10 pc. Ceramic Disc Magnets,1.4,100.0,step1_itemno
W12505,MAGNETS CERAMIC BLOCKS (2 PC)                               ,1.29,Workpro,W12505,2 pc. Ceramic Block Magnets,1.48,100.0,step1_itemno
W12507,"MAGNETIC HOOK 2""                                            ",1.9,Workpro,W12507,"2"" Magnetic Hook",2.19,100.0,step1_itemno
W12511,MAGNETIC HOOK WHITE ENAMEL (2pc)                            ,2.77,Workpro,W12511,2 pc. White Enamel Magnetic Hook,3.2,100.0,step1_itemno
W12525,CUP HOLDER MAGNETIC                                         ,2.83,Workpro,W12525,Magnetic Cup Holder,3.25,100.0,step1_itemno
W1254,RETRIEVER MAGNETIC POCKET (3 1/2 LBS)                       ,2.06,Workpro,W1254,Telescoping Magnetic Pickup Tool,2.37,100.0,step1_itemno
W125C,GAUGE THICKNESS 32 BLADES                                   ,4.3,Workpro,W125C,Thickness Gauge 32 Blades,4.39,100.0,step1_itemno
W1267,SOCKET OXYGEN SENSOR SOCKET (CHR-V)                         ,5.25,Workpro,W1267,Oxygen Sensor Socket,5.36,100.0,step1_itemno
